name,description,isActive,productInclType,product,paApplies,paType,paPercent,paBaseAmountType,paAmount,rndApplies,roundType,rndToAmount,rndIsMinus,rndPMAmount,customerInclType,customer,dateApplies,dateBegin,dateEnd,qtyApplies,qtyMin,qtyMax,isAutoApply,isTier2,dateCreated,dateLastModified
"Distributor Pricing 01036",,"true","Product","01036","true","Fixed price","0%","Product Price","$26.70","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01314",,"true","Product","01314","true","Fixed price","0%","Product Price","$119.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01313",,"true","Product","01313","true","Fixed price","0%","Product Price","$115.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01160",,"true","Product","01160","true","Fixed price","0%","Product Price","$51.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01161",,"true","Product","01161","true","Fixed price","0%","Product Price","$51.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01162",,"true","Product","01162","true","Fixed price","0%","Product Price","$51.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01348",,"true","Product","01348","true","Fixed price","0%","Product Price","$33.12","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01163",,"true","Product","01163","true","Fixed price","0%","Product Price","$51.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01349",,"true","Product","01349","true","Fixed price","0%","Product Price","$29.76","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01356",,"true","Product","01356","true","Fixed price","0%","Product Price","$66.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01325",,"true","Product","01325","true","Fixed price","0%","Product Price","$124.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01045",,"true","Product","01045","true","Fixed price","0%","Product Price","$66.24","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01350",,"true","Product","01350","true","Fixed price","0%","Product Price","$52.32","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01336",,"true","Product","01336","true","Fixed price","0%","Product Price","$84.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01337",,"true","Product","01337","true","Fixed price","0%","Product Price","$84.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01332",,"true","Product","01332","true","Fixed price","0%","Product Price","$23.04","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01335",,"true","Product","01335","true","Fixed price","0%","Product Price","$77.76","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01270",,"true","Product","01270","true","Fixed price","0%","Product Price","$122.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01049",,"true","Product","01049","true","Fixed price","0%","Product Price","$165.60","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01048",,"true","Product","01048","true","Fixed price","0%","Product Price","$187.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01047",,"true","Product","01047","true","Fixed price","0%","Product Price","$126.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01021",,"true","Product","01021","true","Fixed price","0%","Product Price","$144.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01353",,"true","Product","01353","true","Fixed price","0%","Product Price","$57.60","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01202",,"true","Product","01202","true","Fixed price","0%","Product Price","$45.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01027",,"true","Product","01027","true","Fixed price","0%","Product Price","$92.16","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01354",,"true","Product","01354","true","Fixed price","0%","Product Price","$99.36","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01352",,"true","Product","01352","true","Fixed price","0%","Product Price","$64.80","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 01312",,"true","Product","01312","true","Fixed price","0%","Product Price","$86.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12040",,"true","Product","12040","true","Fixed price","0%","Product Price","$129.60","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 13790",,"true","Product","13790","true","Fixed price","0%","Product Price","$107.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 13792",,"true","Product","13792","true","Fixed price","0%","Product Price","$99.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$136.08","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12076",,"true","Product","12076","true","Fixed price","0%","Product Price","$30.96","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11940",,"true","Product","11940","true","Fixed price","0%","Product Price","$135.60","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12052",,"true","Product","12052","true","Fixed price","0%","Product Price","$120.24","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12050",,"true","Product","12050","true","Fixed price","0%","Product Price","$151.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11989",,"true","Product","11989","true","Fixed price","0%","Product Price","$80.64","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11981",,"true","Product","11981","true","Fixed price","0%","Product Price","$80.64","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12038",,"true","Product","12038","true","Fixed price","0%","Product Price","$122.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12036",,"true","Product","12036","true","Fixed price","0%","Product Price","$122.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11971",,"true","Product","11971","true","Fixed price","0%","Product Price","$57.60","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11993",,"true","Product","11993","true","Fixed price","0%","Product Price","$47.52","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11995",,"true","Product","11995","true","Fixed price","0%","Product Price","$59.76","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12020",,"true","Product","12020","true","Fixed price","0%","Product Price","$48.96","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12090",,"true","Product","12090","true","Fixed price","0%","Product Price","$59.04","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11671",,"true","Product","11671","true","Fixed price","0%","Product Price","$51.84","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","12/31/1999","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11681",,"true","Product","11681","true","Fixed price","0%","Product Price","$72.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11683",,"true","Product","11683","true","Fixed price","0%","Product Price","$93.60","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11984",,"true","Product","11984","true","Fixed price","0%","Product Price","$87.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11977",,"true","Product","11977","true","Fixed price","0%","Product Price","$87.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12088",,"true","Product","12088","true","Fixed price","0%","Product Price","$36.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12106",,"true","Product","12106","true","Fixed price","0%","Product Price","$56.16","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12108",,"true","Product","12108","true","Fixed price","0%","Product Price","$56.16","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12062",,"true","Product","12062","true","Fixed price","0%","Product Price","$85.68","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12056",,"true","Product","12056","true","Fixed price","0%","Product Price","$127.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12002",,"true","Product","12002","true","Fixed price","0%","Product Price","$115.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12054",,"true","Product","12054","true","Fixed price","0%","Product Price","$114.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12102",,"true","Product","12102","true","Fixed price","0%","Product Price","$114.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12120",,"true","Product","12120","true","Fixed price","0%","Product Price","$76.32","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11635",,"true","Product","11635","true","Fixed price","0%","Product Price","$233.28","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","06/16/2023"
"Distributor Pricing 11797",,"true","Product","11797","true","Fixed price","0%","Product Price","$74.88","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11785",,"true","Product","11785","true","Fixed price","0%","Product Price","$79.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11837",,"true","Product","11837","true","Fixed price","0%","Product Price","$95.04","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","06/16/2023"
"Distributor Pricing 11836",,"true","Product","11836","true","Fixed price","0%","Product Price","$77.76","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","06/16/2023"
"Distributor Pricing 11834",,"true","Product","11834","true","Fixed price","0%","Product Price","$62.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11877",,"true","Product","11877","true","Fixed price","0%","Product Price","$76.80","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11879",,"true","Product","11879","true","Fixed price","0%","Product Price","$76.80","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11845",,"true","Product","11845","true","Fixed price","0%","Product Price","$108.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","06/16/2023"
"Distributor Pricing 11956",,"true","Product","11956","true","Fixed price","0%","Product Price","$78.48","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11937",,"true","Product","11937","true","Fixed price","0%","Product Price","$53.28","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11952",,"true","Product","11952","true","Fixed price","0%","Product Price","$80.16","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12951",,"true","Product","12951","true","Fixed price","0%","Product Price","$83.52","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11780",,"true","Product","11780","true","Fixed price","0%","Product Price","$87.84","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12836",,"true","Product","12836","true","Fixed price","0%","Product Price","$126.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","06/16/2023"
"Distributor Pricing 11965",,"true","Product","11965","true","Fixed price","0%","Product Price","$89.28","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12947",,"true","Product","12947","true","Fixed price","0%","Product Price","$95.04","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 12964",,"true","Product","12964","true","Fixed price","0%","Product Price","$95.04","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11953",,"true","Product","11953","true","Fixed price","0%","Product Price","$91.80","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11910",,"true","Product","11910","true","Fixed price","0%","Product Price","$97.44","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11963",,"true","Product","11963","true","Fixed price","0%","Product Price","$116.64","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","12/31/1999","01/02/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11100",,"true","Product","11100","true","Fixed price","0%","Product Price","$54.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11150",,"true","Product","11150","true","Fixed price","0%","Product Price","$46.52","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21100",,"true","Product","21100","true","Fixed price","0%","Product Price","$81.07","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21794",,"true","Product","21794","true","Fixed price","0%","Product Price","$115.68","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21797",,"true","Product","21797","true","Fixed price","0%","Product Price","$131.04","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21785",,"true","Product","21785","true","Fixed price","0%","Product Price","$134.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21837",,"true","Product","21837","true","Fixed price","0%","Product Price","$149.04","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","06/16/2023"
"Distributor Pricing 21836",,"true","Product","21836","true","Fixed price","0%","Product Price","$140.16","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","06/16/2023"
"Distributor Pricing 11794",,"true","Product","11794","true","Fixed price","0%","Product Price","$67.20","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21834",,"true","Product","21834","true","Fixed price","0%","Product Price","$99.36","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21877",,"true","Product","21877","true","Fixed price","0%","Product Price","$120.96","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21879",,"true","Product","21879","true","Fixed price","0%","Product Price","$106.56","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21956",,"true","Product","21956","true","Fixed price","0%","Product Price","$127.68","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21952",,"true","Product","21952","true","Fixed price","0%","Product Price","$131.04","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 22951",,"true","Product","22951","true","Fixed price","0%","Product Price","$137.28","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21780",,"true","Product","21780","true","Fixed price","0%","Product Price","$146.88","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 22836",,"true","Product","22836","true","Fixed price","0%","Product Price","$220.32","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","06/16/2023"
"Distributor Pricing 21965",,"true","Product","21965","true","Fixed price","0%","Product Price","$149.76","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 22947",,"true","Product","22947","true","Fixed price","0%","Product Price","$158.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 22964",,"true","Product","22964","true","Fixed price","0%","Product Price","$158.40","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21953",,"true","Product","21953","true","Fixed price","0%","Product Price","$125.28","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 21910",,"true","Product","21910","true","Fixed price","0%","Product Price","$144.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11792",,"true","Product","11792","true","Fixed price","0%","Product Price","$87.84","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Distributor Pricing 11916",,"true","Product","11916","true","Fixed price","0%","Product Price","$120.24","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","05/13/2023"
"Distributor Pricing 11655",,"true","Product","11655","true","Fixed price","0%","Product Price","$221.76","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11635",,"true","Product","11635","true","Fixed price","0%","Product Price","$216.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","1","0","true","false","03/15/2023","06/16/2023"
"Cash Pricing 11100",,"true","Product","11100","true","Fixed price","0%","Product Price","$44.73","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11794",,"true","Product","11794","true","Fixed price","0%","Product Price","$61.92","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11837",,"true","Product","11837","true","Fixed price","0%","Product Price","$86.40","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Cash Pricing 11836",,"true","Product","11836","true","Fixed price","0%","Product Price","$72.00","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Cash Pricing 12836",,"true","Product","12836","true","Fixed price","0%","Product Price","$111.36","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","06/16/2023"
"Cash Pricing 11834",,"true","Product","11834","true","Fixed price","0%","Product Price","$58.32","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
"Cash Pricing 11965",,"true","Product","11965","true","Fixed price","0%","Product Price","$84.24","false","Round to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/2000","01/01/2000","false","0","0","true","false","03/15/2023","03/15/2023"
