name,description,isActive,productInclType,product,paApplies,paType,paPercent,paBaseAmountType,paAmount,rndApplies,roundType,rndToAmount,rndIsMinus,rndPMAmount,customerInclType,customer,dateApplies,dateBegin,dateEnd,qtyApplies,qtyMin,qtyMax,isAutoApply,isTier2,dateCreated,dateLastModified
"REX Discount Inc 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$182.00","false","Round up to nearest","$1.00","true","$0.01","Customer","REX Discount Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"Trident Wholesale Inc. 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$162.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Trident Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"Trident Wholesale Inc. 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$178.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Trident Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"Trident Wholesale Inc. 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$178.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Trident Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"Trident Wholesale Inc. 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$148.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Trident Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"U.S. Wholesale 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","U.S. Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"U.S. Wholesale 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$177.00","false","Round up to nearest","$1.00","true","$0.01","Customer","U.S. Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"U.S. Wholesale 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$177.00","false","Round up to nearest","$1.00","true","$0.01","Customer","U.S. Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"U.S. Wholesale 01896",,"true","Product","01896","true","Fixed price","0%","Product Price","$394.00","false","Round up to nearest","$1.00","true","$0.01","Customer","U.S. Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"U.S. Wholesale 01898",,"true","Product","01898","true","Fixed price","0%","Product Price","$394.00","false","Round up to nearest","$1.00","true","$0.01","Customer","U.S. Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"Regional Wholesale LLC 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Regional Wholesale LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"Regional Wholesale LLC 01945",,"true","Product","01945","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Regional Wholesale LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"Regional Wholesale LLC 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$105.12","false","Round up to nearest","$1.00","true","$0.01","Customer","Regional Wholesale LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/06/2023","06/06/2023"
"Rainbow Sales Distributing, Inc. 01945",,"true","Product","01945","true","Fixed price","0%","Product Price","$148.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Rainbow Sales Distributing, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/07/2023","06/07/2023"
"Rainbow Sales Distributing, Inc. 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$186.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Rainbow Sales Distributing, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/07/2023","06/07/2023"
"Price Smart 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$408.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Price Smart","false","01/01/1000","01/01/3000","false","1","0","true","false","06/07/2023","07/28/2023"
"Price Smart 01842",,"true","Product","01842","true","Fixed price","0%","Product Price","$204.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Price Smart","false","01/01/1000","01/01/3000","false","1","0","true","false","06/07/2023","07/28/2023"
"Price Smart 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$144.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Price Smart","false","01/01/1000","01/01/3000","false","1","0","true","false","06/07/2023","06/07/2023"
"GAMA Wholesale 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$102.24","false","Round up to nearest","$1.00","true","$0.01","Customer","GAMA Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/07/2023","06/07/2023"
"Distributor Pricing 21963",,"true","Product","21963","true","Fixed price","0%","Product Price","$191.52","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Distributor Pricing","false","01/01/1000","01/01/3000","false","1","0","true","false","06/07/2023","06/07/2023"
"Cash Pricing 21963",,"true","Product","21963","true","Fixed price","0%","Product Price","$180.00","false","Round up to nearest","$1.00","true","$0.01","Customer Group","Cash Pricing","false","01/01/1000","01/01/3000","false","1","0","true","false","06/07/2023","06/07/2023"
"GAMA Wholesale 01827",,"true","Product","01827","true","Fixed price","0%","Product Price","$141.40","false","Round up to nearest","$1.00","true","$0.01","Customer","GAMA Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/07/2023","06/16/2023"
"Pinewood Club LLC 01898",,"true","Product","01898","true","Fixed price","0%","Product Price","$394.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Pinewood Club LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/08/2023","06/08/2023"
"Pinewood Club LLC 01896",,"true","Product","01896","true","Fixed price","0%","Product Price","$394.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Pinewood Club LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/08/2023","06/08/2023"
"Pinewood Club LLC 01827",,"true","Product","01827","true","Fixed price","0%","Product Price","$141.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Pinewood Club LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/08/2023","07/28/2023"
"Pinewood Club LLC 01963",,"true","Product","01963","true","Fixed price","0%","Product Price","$162.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Pinewood Club LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/08/2023","06/08/2023"
"B & G Wholesale Distributing, Inc. 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$179.00","false","Round up to nearest","$1.00","true","$0.01","Customer","B & G Wholesale Distributing, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"GHRA - Houston 01411",,"true","Product","01411","true","Fixed price","0%","Product Price","$137.80","false","Round up to nearest","$1.00","true","$0.01","Customer","GHRA - Houston","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"A-Medical Service 01840",,"true","Product","01840","true","Fixed price","0%","Product Price","$186.40","false","Round up to nearest","$1.00","true","$0.01","Customer","A-Medical Service","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/16/2023"
"A-Medical Service 01842",,"true","Product","01842","true","Fixed price","0%","Product Price","$228.20","false","Round up to nearest","$1.00","true","$0.01","Customer","A-Medical Service","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/16/2023"
"A-Medical Service 01841",,"true","Product","01841","true","Fixed price","0%","Product Price","$267.80","false","Round up to nearest","$1.00","true","$0.01","Customer","A-Medical Service","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/16/2023"
"I & H Wholesale 02960",,"true","Product","02960","true","Fixed price","0%","Product Price","$480.00","false","Round up to nearest","$1.00","true","$0.01","Customer","I & H Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Wencar Inc. 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$128.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Wencar Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Colonial Distributing, Inc. 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$175.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Colonial Distributing, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Colonial Distributing, Inc. 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Colonial Distributing, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Select Distributors LLC - Michigan 01886",,"true","Product","01886","true","Fixed price","0%","Product Price","$299.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Select Distributors LLC - Michigan 01786",,"true","Product","01786","true","Fixed price","0%","Product Price","$215.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Select Distributors LLC - Michigan 01832",,"true","Product","01832","true","Fixed price","0%","Product Price","$292.60","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/16/2023"
"Select Distributors LLC - Michigan 01829",,"true","Product","01829","true","Fixed price","0%","Product Price","$276.20","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/16/2023"
"Select Distributors LLC - Michigan 01828",,"true","Product","01828","true","Fixed price","0%","Product Price","$189.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Select Distributors LLC - Michigan 02951",,"true","Product","02951","true","Fixed price","0%","Product Price","$279.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Select Distributors LLC - Michigan 01976",,"true","Product","01976","true","Fixed price","0%","Product Price","$289.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Select Distributors LLC - Michigan 01783",,"true","Product","01783","true","Fixed price","0%","Product Price","$302.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Select Distributors LLC - Michigan 01986",,"true","Product","01986","true","Fixed price","0%","Product Price","$348.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Select Distributors LLC - Michigan 01781",,"true","Product","01781","true","Fixed price","0%","Product Price","$302.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Select Distributors LLC - Michigan 01985",,"true","Product","01985","true","Fixed price","0%","Product Price","$348.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Select Distributors LLC - Michigan","false","01/01/1000","01/01/3000","false","1","0","true","false","06/09/2023","06/09/2023"
"Bama Investments 01650",,"true","Product","01650","true","Fixed price","0%","Product Price","$455.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Bama Investments Inc dba Luckystar Wholes","false","01/01/1000","01/01/3000","false","1","0","true","false","06/12/2023","06/12/2023"
"NOLA Tobacco, LLC. 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$125.00","false","Round up to nearest","$1.00","true","$0.01","Customer","NOLA Tobacco, LLC.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/12/2023","06/12/2023"
"NOLA Tobacco, LLC. 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","NOLA Tobacco, LLC.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/12/2023","06/12/2023"
"Morris Siegel 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$171.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Morris Siegel","false","01/01/1000","01/01/3000","false","1","0","true","false","06/12/2023","06/12/2023"
"Product Service LLC 01786",,"true","Product","01786","true","Fixed price","0%","Product Price","$219.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Product Service LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/12/2023","06/12/2023"
"W.M.D Trading Inc 01827",,"true","Product","01827","true","Fixed price","0%","Product Price","$147.00","false","Round up to nearest","$1.00","true","$0.01","Customer","W.M.D Trading Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/12/2023","07/07/2023"
"US Import 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$149.00","false","Round up to nearest","$1.00","true","$0.01","Customer","US Import","false","01/01/1000","01/01/3000","false","1","0","true","false","06/13/2023","06/13/2023"
"US Import 01830",,"true","Product","01830","true","Fixed price","0%","Product Price","$149.60","false","Round up to nearest","$1.00","true","$0.01","Customer","US Import","false","01/01/1000","01/01/3000","false","1","0","true","false","06/13/2023","06/16/2023"
"US Import 11969",,"true","Product","11969","true","Fixed price","0%","Product Price","$105.12","false","Round up to nearest","$1.00","true","$0.01","Customer","US Import","false","01/01/1000","01/01/3000","false","1","0","true","false","06/13/2023","06/13/2023"
"US Import 01898",,"true","Product","01898","true","Fixed price","0%","Product Price","$393.00","false","Round up to nearest","$1.00","true","$0.01","Customer","US Import","false","01/01/1000","01/01/3000","false","1","0","true","false","06/13/2023","06/13/2023"
"US Import 01896",,"true","Product","01896","true","Fixed price","0%","Product Price","$393.00","false","Round up to nearest","$1.00","true","$0.01","Customer","US Import","false","01/01/1000","01/01/3000","false","1","0","true","false","06/13/2023","06/13/2023"
"My Imports West 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$147.00","false","Round up to nearest","$1.00","true","$0.01","Customer","My Imports West","false","01/01/1000","01/01/3000","false","1","0","true","false","06/13/2023","06/13/2023"
"My Imports West 01884",,"true","Product","01884","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","My Imports West","false","01/01/1000","01/01/3000","false","1","0","true","false","06/13/2023","06/13/2023"
"Weiner's LTD 13800",,"true","Product","13800","true","Fixed price","0%","Product Price","$112.32","false","Round up to nearest","$1.00","true","$0.01","Customer","Weiner's LTD","false","01/01/1000","01/01/3000","false","1","0","true","false","06/14/2023","06/14/2023"
"Steve's Grocery 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Steve's Grocery","false","01/01/1000","01/01/3000","false","1","0","true","false","06/15/2023","06/15/2023"
"LA One Wholesale 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$419.80","false","Round up to nearest","$1.00","true","$0.01","Customer","LA One Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/15/2023","06/21/2023"
"LA One Wholesale 01963",,"true","Product","01963","true","Fixed price","0%","Product Price","$159.00","false","Round up to nearest","$1.00","true","$0.01","Customer","LA One Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/15/2023","06/15/2023"
"Discount Wholesale Inc. 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$182.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Discount Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/15/2023","06/16/2023"
"Parachi Enterprise, Inc. 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$184.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Parachi Enterprise, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Discount Wholesale Inc. 01884",,"true","Product","01884","true","Fixed price","0%","Product Price","$158.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Discount Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Discount Wholesale Inc. 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$166.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Discount Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Discount Wholesale Inc. 01785",,"true","Product","01785","true","Fixed price","0%","Product Price","$171.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Discount Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Discount Wholesale Inc. 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$124.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Discount Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Krasdale Foods, Inc 02945",,"true","Product","02945","true","Fixed price","0%","Product Price","$156.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Krasdale Foods, Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Discount Wholesale Inc. 01790",,"true","Product","01790","true","Fixed price","0%","Product Price","$147.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Discount Wholesale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Sparkle Supplies LLC 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$151.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Sparkle Supplies LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Sparkle Supplies LLC 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$424.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Sparkle Supplies LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Sparkle Supplies LLC 01824",,"true","Product","01824","true","Fixed price","0%","Product Price","$105.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Sparkle Supplies LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"BTC Wholesale 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$186.00","false","Round up to nearest","$1.00","true","$0.01","Customer","BTC Wholesale","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Chase Cash & Carry, Inc. 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$166.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Chase Cash & Carry, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Chase Cash & Carry, Inc. 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$166.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Chase Cash & Carry, Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"R.N. International 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$146.00","false","Round up to nearest","$1.00","true","$0.01","Customer","R.N. International","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Deluxe Wholesale Distributors Inc 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$145.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Deluxe Wholesale Distributors Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Deluxe Wholesale Distributors Inc 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$182.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Deluxe Wholesale Distributors Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Keefe Supply 11836 - old",,"true","Product","11836","true","Fixed price","0%","Product Price","$67.56","false","Round to nearest","$1.00","true","$0.01","Customer","Keefe Supply","true","01/01/1000","07/31/2023","false","0","0","true","false","06/16/2023","06/16/2023"
"Keefe Supply 12836 - old",,"true","Product","12836","true","Fixed price","0%","Product Price","$94.44","false","Round to nearest","$1.00","true","$0.01","Customer","Keefe Supply","true","10/21/2013","07/31/2023","false","0","0","true","false","06/16/2023","06/16/2023"
"Win Global Trading LLC 01792",,"true","Product","01792","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Win Global Trading LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Win Global Trading LLC 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$186.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Win Global Trading LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Sparkle Supplies LLC 01842",,"true","Product","01842","true","Fixed price","0%","Product Price","$218.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Sparkle Supplies LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/16/2023","06/16/2023"
"Importaciones 01650",,"true","Product","01650","true","Fixed price","0%","Product Price","$455.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Importaciones","false","01/01/2000","01/01/2000","false","1","0","true","false","06/16/2023","06/16/2023"
"Deluxe Distribution LLC 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$154.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Deluxe Distribution LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","07/08/2023"
"Deluxe Wholesale Distributors Inc 01884",,"true","Product","01884","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Deluxe Wholesale Distributors Inc","false","01/01/2000","01/01/2000","false","1","0","true","false","06/19/2023","06/19/2023"
"El Cerrito Resale Inc. 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$157.00","false","Round up to nearest","$1.00","true","$0.01","Customer","El Cerrito Resale Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Indiana Import LLC 01830",,"true","Product","01830","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Indiana Import LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Indiana Import LLC 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$122.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Indiana Import LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Siddique Enterprises LLC 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$124.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Siddique Enterprises LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Siddique Enterprises LLC 01949",,"true","Product","01949","true","Fixed price","0%","Product Price","$131.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Siddique Enterprises LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Siddique Enterprises LLC 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$155.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Siddique Enterprises LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Krasdale Foods, Inc 01784",,"true","Product","01784","true","Fixed price","0%","Product Price","$189.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Krasdale Foods, Inc","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Waco Wholesale Grocery LLC 01955",,"true","Product","01955","true","Fixed price","0%","Product Price","$180.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Waco Wholesale Grocery LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Waco Wholesale Grocery LLC 01956",,"true","Product","01956","true","Fixed price","0%","Product Price","$180.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Waco Wholesale Grocery LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Waco Wholesale Grocery LLC 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$152.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Waco Wholesale Grocery LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Waco Wholesale Grocery LLC 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$166.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Waco Wholesale Grocery LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Waco Wholesale Grocery LLC 01787",,"true","Product","01787","true","Fixed price","0%","Product Price","$166.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Waco Wholesale Grocery LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Yahya Trading - Chicago 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$146.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Yahya Trading - Chicago","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"CB Distributors Inc. 13800",,"true","Product","13800","true","Fixed price","0%","Product Price","$120.00","false","Round up to nearest","$1.00","true","$0.01","Customer","CB Distributors Inc.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/19/2023","06/19/2023"
"Lafayette Drug Co. 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$156.80","false","Round up to nearest","$1.00","true","$0.01","Customer","Lafayette Drug Co.","false","01/01/1000","01/01/3000","false","1","0","true","false","06/20/2023","06/20/2023"
"Fidelity Wholesale LLC 01884",,"true","Product","01884","true","Fixed price","0%","Product Price","$152.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Fidelity Wholesale LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
"Fidelity Wholesale LLC 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$150.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Fidelity Wholesale LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
"Fidelity Wholesale LLC 01791",,"true","Product","01791","true","Fixed price","0%","Product Price","$124.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Fidelity Wholesale LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
"Fidelity Wholesale LLC 01782",,"true","Product","01782","true","Fixed price","0%","Product Price","$165.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Fidelity Wholesale LLC","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
"Dearborn Wholesale - Madison 01780",,"true","Product","01780","true","Fixed price","0%","Product Price","$146.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Dearborn Wholesale - Madison","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
"Dearborn Wholesale - Madison 01962",,"true","Product","01962","true","Fixed price","0%","Product Price","$237.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Dearborn Wholesale - Madison","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
"Capital Sales Company 01630",,"true","Product","01630","true","Fixed price","0%","Product Price","$404.00","false","Round up to nearest","$1.00","true","$0.01","Customer","Capital Sales Company","false","01/01/1000","01/01/3000","false","1","0","true","false","06/21/2023","06/21/2023"
